"Title";"Bedrooms";"Bathrooms";"Floor_no";"Occupancy_status";"Floor_area";"City";"price_in_taka";"Location";"price_per_sqft"
"OFFERING YOU AN EXCELLENT 1675 SQ FT FLAT FOR SALE IN SHAH ALI BAG, MIRPUR";3;3;9;"VACANT";1675;"DHAKA";9712500;"SECTION 1, MIRPUR";5798.5075
"OWN THE FLAT IN MIRPUR THAT IS AVAILABLE FOR SALE";3;3;3;"VACANT";1315;"DHAKA";7375000;"WEST SHEWRAPARA, MIRPUR";5608.365
"PERFECT FOR A FAMILY HOME, THIS APARTMENT OF 1390 SQ FT IS UP FOR SALE IN FREE SCHOOL STREET, KATHALBAGAN";3;3;3;"VACANT";1390;"DHAKA";22500000;"FREE SCHOOL STREET, KATHALBAGAN";16187.0504
"PERFECT FOR A FAMILY HOME, THIS APARTMENT OF 1500 SQ FT IS UP FOR SALE IN 24 NO. NORTH AGRABAD WARD";3;3;5;"VACANT";1500;"CHATTOGRAM";8700000;"24 NO. NORTH AGRABAD WARD, DOUBLE MOORING";5800.0
"PERFECT FOR A FAMILY HOME, THIS APARTMENT OF 970 SQ FT IS UP FOR SALE IN MERUL BADDA";2;2;2;"VACANT";970;"DHAKA";8500000;"MERUL BADDA, BADDA";8762.8866
"PERSUADE THIS SERENE LOCALITY TO LIVE IN WHILE TRANSCENDING YOUR ROUTINED MODE OF LIFE";3;3;5;"VACANT";1615;"CHATTOGRAM";11500000;"JAMAL KHAN BY-LANE, JAMAL KHAN";7120.743
"PICK THIS 1325 SQ FT APARTMENT FOR SALE IN AFTAB NAGAR, BLOCK F";3;3;1;"VACANT";1325;"DHAKA";9275000;"BLOCK F, AFTAB NAGAR";7000.0
"PICTURE YOURSELF IN THIS RESIDENTIAL APARTMENT OF 1050 SQ FT FOR SALE IN SHAH ALI BAG";3;3;7;"VACANT";1050;"DHAKA";6000000;"SECTION 1, MIRPUR";5714.2857
"PICTURE YOURSELF IN THIS RESIDENTIAL APARTMENT OF 1835 SQ FT FOR SALE IN 10 NO. NORTH KATTALI WARD";3;3;8;"VACANT";1835;"CHATTOGRAM";13000000;"NEW MONSURABAD, 10 NO. NORTH KATTALI WARD";7084.4687
"PICTURE YOURSELF, RESIDING IN THIS WELL CONSTRUCTED AND PLANNED 2045 SQ FT APARTMENT IN UTTARA-7, FOR SALE";3;3;1;"VACANT";2045;"DHAKA";23625000;"SECTOR 7, UTTARA";11552.5672
"PICTURE YOURSELF, RESIDING IN THIS WELL CONSTRUCTED AND PLANNED 2258 SQ FT APARTMENT IN UTTARA SECTOR 13 FOR SALE, NEAR MILESTONE COLLEGE";4;5;2;"VACANT";2258;"DHAKA";28000000;"SECTOR 13, UTTARA";12400.3543
"PICTURE YOURSELF, RESIDING IN THIS WELL CONSTRUCTED AND PLANNED 850 SQ FT FLAT IN MIRPUR FOR SALE";2;2;5;"VACANT";850;"DHAKA";4000000;"WEST KAZIPARA, MIRPUR";4705.8824
"PICTURE YOURSELF, RESIDING IN THIS WELL-CONSTRUCTED AND PLANNED 1450 SQ FT APARTMENT IN BASHUNDHARA R-A WHICH IS NOW FOR SALE";3;3;6;"VACANT";1450;"DHAKA";12000000;"BLOCK E, BASHUNDHARA R-A";8275.8621
"PICTURE YOURSELF, RESIDING IN THIS WELL-CONSTRUCTED AND PLANNED 1500 SQ FT APARTMENT IN BAGICHAGAON FOR SALE";3;3;8;"VACANT";1500;"CUMILLA";5750000;"NORTH BAGICHAGAON, BAGICHAGAON";3833.3333
"PLAN THE CALM LIFE YOU ALWAYS DESIRE ABOUT IN THIS FLAT OF 1150 SQ FT FOR SALE IN MIRPUR-11";3;3;4;"VACANT";1150;"DHAKA";7975000;"SECTION 11, MIRPUR";6934.7826
"PLAN TO MOVE IN THIS 1300 SQ FT FLAT WHICH IS FOR SALE IN ALI NAGAR, BAYAZID";3;3;4;"VACANT";1300;"CHATTOGRAM";7200000;"ALI NAGAR, BAYAZID";5538.4615
"PLAN TO MOVE IN THIS 1300 SQ FT FLAT WHICH IS FOR SALE IN MIRBAG NOTUN RASTA, MAGHBAZAR";3;3;7;"VACANT";1300;"DHAKA";11050000;"MIRBAG NOTUN RASTA, MAGHBAZAR";8500.0
"PLAN TO MOVE IN THIS 1316 SQ FT FLAT WHICH IS UP TO SALE IN WEST KHULSHI";3;3;2;"VACANT";1316;"CHATTOGRAM";6200000;"WEST KHULSHI, 9 NO. NORTH PAHARTALI WARD";4711.2462
"PLAN TO MOVE IN THIS 1350 SQ FT FLAT WHICH IS FOR SALE IN BLOCK K, BASHUNDHARA R/A";3;3;1;"VACANT";1350;"DHAKA";12000000;"BLOCK K, BASHUNDHARA R-A";8888.8889
"PLAN TO MOVE IN THIS 1400 SQ FT FLAT WHICH IS UP FOR SALE IN 26 NO. NORTH HALISHAHAR WARD";3;3;2;"VACANT";1400;"CHATTOGRAM";8000000;"26 NO. NORTH HALISHAHAR WARD, HALISHAHAR";5714.2857
"PLAN TO MOVE IN THIS 1450 SQ FT FLAT WHICH IS UP FOR SALE IN DOLAIRPAR";3;3;5;"VACANT";1450;"DHAKA";7000000;"KADAMTALI, SHYAMPUR";4827.5862
"PLAN TO MOVE IN THIS 1463 SQ FT FLAT WHICH IS UP FOR SALE IN MIRPUR, 2ND COLONY";3;3;3;"VACANT";1463;"DHAKA";5852000;"2ND COLONY, MIRPUR";4000.0
"PLAN TO MOVE IN THIS 1599 SQ FT FLAT WHICH IS FOR SALE IN SHAHIDBAG";3;3;3;"VACANT";1599;"DHAKA";15990000;"SHAHIDBAG, MALIBAGH";10000.0
"PLAN TO MOVE IN THIS 1654 SQ FT FLAT WHICH IS UP FOR SALE IN UTTARA 18";3;4;8;"VACANT";1654;"DHAKA";9500000;"SECTOR 18, UTTARA";5743.6518
"PLAN TO MOVE IN THIS 650 SQ FT FLAT WHICH IS UP FOR SALE IN MIRPUR 12";2;2;4;"VACANT";650;"DHAKA";3200000;"SECTION 12, MIRPUR";4923.0769
"PLAN TO MOVE IN THIS 945 SQ FT FLAT WHICH IS FOR SALE IN SECTION 11, MIRPUR";3;2;4;"VACANT";945;"DHAKA";6200000;"SECTION 11, MIRPUR";6560.8466
"PLAN TO MOVE IN THIS 990 SQ FT FLAT WHICH IS UP FOR SALE IN BOCHILA";3;3;6;"VACANT";990;"DHAKA";4800000;"BOCHILA, MOHAMMADPUR";4848.4848
"PLAN YOUR URBAN LIFE IN THIS 1250 SQ FT FLAT FOR SALE IN MIRPUR, EAST KAZIPARA";3;3;2;"VACANT";1250;"DHAKA";7600000;"EAST KAZIPARA, MIRPUR";6080.0
"PLEASANT 1410 SQ FT RESIDENTIAL APARTMENT FOR SALE IN SHANTINAGAR";3;3;4;"VACANT";1410;"DHAKA";13800000;"VASHANI GOLI, SHANTINAGAR";9787.234
"PLEASANT APARTMENT COVERING AN AREA OF 2000 SQ FT IS WAITING TO SALE AT JANGALPARA";3;3;8;"VACANT";2000;"CHATTOGRAM";8500000;"JANGALPARA, 7 NO. WEST SHOLOSHOHOR WARD";4250.0
"POSITIONED AT THAKUR PARA, 1350 SQ FT RESIDENTIAL APARTMENT IS QUITE ACCESSIBLE FOR OWNING";3;3;5;"VACANT";1350;"CUMILLA";5130000;"SOUTH THAKUR PARA, THAKUR PARA";3800.0
"PROMINENT 2289 SQ FT READY FLAT FOR SALE IN BAGMONIRAM";3;3;7;"VACANT";2289;"CHATTOGRAM";26000000;"MEHIDIBAG, 15 NO. BAGMONIRAM WARD";11358.6719
"PROMINENT 3900 SQUARE FEET APARTMENT FOR SALE IN BARIDHARA DOHS";4;4;1;"VACANT";3900;"DHAKA";52000000;"ROAD NO 8, BARIDHARA DOHS";13333.3333
"PROMISING UNDER-CONSTRUCTION 1100 SQ FT APARTMENT FOR SALE IN MIRPUR";3;3;4;"VACANT";1100;"DHAKA";6100000;"AHMED NAGAR, MIRPUR";5545.4545
"PROPERLY BUILT FLAT IS UP FOR SALE IN MIRPUR SECTION 10 NEARBY MERCANTILE BANK LIMITED";3;2;1;"VACANT";1245;"DHAKA";6800000;"SECTION 10, MIRPUR";5461.8474
"PROPERLY CONSTRUCTED 2100 SQ FT FLAT IS AVAILABLE FOR SALE IN 16 NO. CHAWK BAZAAR WARD";4;4;9;"VACANT";2100;"CHATTOGRAM";20000000;"PANCHLAISH RESIDENTIAL AREA, 16 NO. CHAWK BAZAAR WARD";9523.8095
"PROPERLY DESIGNED THIS 1000 SQUARE FEET APARTMENT IS NOW UP FOR SALE IN CHANDANA NEXT TO JOYDEBPUR GOVT. GIRLS HIGH SCHOOL.";2;2;7;"VACANT";1000;"GAZIPUR";4300000;"CHANDANA, GAZIPUR SADAR UPAZILA";4300.0
"PROPERLY DESIGNED THIS 1445 SQUARE FEET APARTMENT IS NOW UP FOR SALE IN MOGBARI CHOUMOHONI.";3;3;7;"VACANT";1445;"CUMILLA";5650000;"MOGBARI CHOUMOHONI, CHOTORA";3910.0346
"PROPERLY DESIGNED THIS 1900 SQ FT APARTMENT IS NOW UP FOR SALE IN MURADPUR";3;4;5;"VACANT";1900;"CHATTOGRAM";14100000;"NASIRABAD HOUSING SOCIETY, MURADPUR";7421.0526
"PROPERTY FOR SALE IN BADDAÂ€“ 1450 SQ FT APARTMENT";3;3;6;"VACANT";1450;"DHAKA";10150000;"KHILBARI TEK, BADDA";7000.0
"PROPERTY FOR SALE IN BASHUNDHARA R-A Â€“ 2025 SQ FT APARTMENT";3;4;1;"VACANT";2025;"DHAKA";19000000;"BLOCK I, BASHUNDHARA R-A";9382.716
"PROPERTY FOR SALE IN NASIRABADÂ€“ 2530 SQ FT APARTMENT";4;5;1;"VACANT";2530;"CHATTOGRAM";29095000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";11500.0
"PROPERTY FOR SALE IN SOUTH KHULSIÂ€“ 1338 SQ FT APARTMENT";3;3;3;"VACANT";1338;"CHATTOGRAM";12000000;"SOUTH KHULSHI, KHULSHI";8968.6099
"PROPERTY IN AFTAB NAGARÂ€“ 1500 SQ FT FLAT FOR SALE";3;3;5;"VACANT";1500;"DHAKA";11000000;"BLOCK H, AFTAB NAGAR";7333.3333
"PROPERTY IN WEST KHULSHI R/A Â€“ 815 SQ FT FLAT FOR SALE.";2;2;5;"VACANT";815;"CHATTOGRAM";3600000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";4417.1779
"PURSUE THIS 1175 SQ FT FLAT UP FOR SALE IN WEST KHULSHI R/A, BADC ROAD";3;3;7;"VACANT";1175;"CHATTOGRAM";5875000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";5000.0
"PURSUE THIS 1300 SQUARE FEET FLAT TO BUY IN BAYAZID";3;3;6;"VACANT";1300;"CHATTOGRAM";6200000;"ALI NAGAR, BAYAZID";4769.2308
"PURSUE THIS 1383 SQUARE FEET APARTMENT READY FOR SALE IN DHANMONDI";3;3;5;"VACANT";1383;"DHAKA";10800000;"WEST DHANMONDI AND SHANGKAR, DHANMONDI";7809.1106
"PURSUE THIS 1756 SQ FT READY FLAT UP FOR SALE AT BAYAZID, POLYTECHNIC";3;4;4;"VACANT";1756;"CHATTOGRAM";9000000;"POLYTECHNIC, BAYAZID";5125.2847
"PURSUE THIS 1940 SQ FT FLAT FOR SALE IN 15 NO. BAGMONIRAM WARD";3;4;3;"VACANT";1940;"CHATTOGRAM";16132000;"O. R. NIZAM ROAD, 15 NO. BAGMONIRAM WARD";8315.4639
"PURSUE THIS 2530 SQ FT APARTMENT FOR SALE IN 15 NO. BAGMONIRAM WARD";4;5;8;"VACANT";2530;"CHATTOGRAM";29095000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";11500.0
"PURSUE THIS 2540 SQ FT APARTMENT FOR SALE IN NASIRABAD, O R NIZAM ROAD RESIDENTIAL AREA";4;5;7;"VACANT";2540;"CHATTOGRAM";29210000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";11500.0
"PURSUE THIS 975 SQ FT FLAT UP FOR SALE IN EAST KAZIPARA, MIRPUR";2;2;3;"VACANT";975;"DHAKA";6337500;"EAST KAZIPARA, MIRPUR";6500.0
"READY 1100 SQ FT FLAT IS NOW FOR SALE IN MIRPUR NEARBY LIFE AID SPECIALIZED HOSPITAL";3;2;3;"VACANT";1100;"DHAKA";4950000;"MIDDLE MONIPUR, MIRPUR";4500.0
"READY 1400 SQ FT FLAT IS NOW FOR SALE IN MIRPUR";3;3;2;"VACANT";1400;"DHAKA";8000000;"1ST COLONY, MIRPUR";5714.2857
"READY 1500 SQ FT FLAT IS NOW FOR SALE IN BASHUNDHARA R-A";3;3;2;"VACANT";1500;"DHAKA";12000000;"BLOCK I, BASHUNDHARA R-A";8000.0
"READY 1550 SQ FT FLAT IS NOW FOR SALE IN DOUBLE MOORING";3;3;2;"VACANT";1550;"CHATTOGRAM";9335000;"SOUTH AGRABAD, DOUBLE MOORING";6022.5806
"READY 875 SQ FT FLAT IS NOW FOR SALE IN MIRPUR, BLOCK E";2;2;6;"VACANT";875;"DHAKA";4000000;"SECTION 1, MIRPUR";4571.4286
"READY APARTMENT 650 SQ FT IS NOW FOR SALE IN BLOCK C, MIRPUR";2;2;1;"VACANT";650;"DHAKA";4000000;"SECTION 12, MIRPUR";6153.8462
"READY APARTMENT FOR SALE AT ASHKONA NEARBY CHAD JAME MASJID";3;3;2;"VACANT";1135;"DHAKA";7500000;"ASHKONA, DAKSHIN KHAN";6607.9295
"READY APARTMENT OF 1305 SQ FT IS NOW AVAILABLE TO SALE IN SOUTH KHULSI";3;3;4;"VACANT";1305;"CHATTOGRAM";11000000;"SOUTH KHULSHI, KHULSHI";8429.1188
"READY APARTMENT OF 1920 SQ FT IS NOW AVAILABLE TO SALE IN MOHAMMADPUR";3;3;9;"VACANT";1920;"DHAKA";10500000;"CHANDRIMA MODEL TOWN, MOHAMMADPUR";5468.75
"READY FLAT 1435 SQ FT IS NOW FOR SALE IN MEHIDIBAG";3;3;1;"VACANT";1435;"CHATTOGRAM";7000000;"MEHIDIBAG, 15 NO. BAGMONIRAM WARD";4878.0488
"READY FLAT 1500 SQ FT IS NOW FOR SALE IN 4 NO CHANDGAON WARD";3;3;10;"VACANT";1500;"CHATTOGRAM";9000000;"CHANDGAON RESIDENTIAL AREA, 4 NO CHANDGAON WARD";6000.0
"READY FLAT 2250 SQ FT IS NOW FOR SALE IN NASIRABAD NEARBY AGRANI BANK LIMITED";3;3;8;"VACANT";2250;"CHATTOGRAM";12000000;"ZAKIR HOSSAIN BY LANE, EAST NASIRABAD";5333.3333
"READY FLAT 2410 SQ FT IS NOW FOR SALE IN BAGMONIRAM NEARBY SHAHID ZIA SHISHU PARK";4;5;4;"VACANT";2410;"CHATTOGRAM";15500000;"CHATTESHWARI ROAD, 15 NO. BAGMONIRAM WARD";6431.5353
"READY FLAT FOR SALE IN BADHUNDHARA R/A NEARBY RUPAYAN SHOPPING COMPLEX";3;3;7;"VACANT";1600;"DHAKA";14500000;"BLOCK F, BASHUNDHARA R-A";9062.5
"READY FLAT IS NOW FOR SALE IN MIRPUR DOHS NEARBY MIRPUR DOHS CENTRAL MOSQUE";4;4;3;"VACANT";2200;"DHAKA";25000000;"MIRPUR DOHS, MIRPUR";11363.6364
"READY FLAT IS NOW FOR SALE IN RAMPURA NEARBY MERCANTILE BANK LIMITED";3;3;2;"VACANT";1245;"DHAKA";7100000;"WEST RAMPURA, RAMPURA";5702.8112
"READY FLAT OF 1013 SQ FT IS NOW FOR SALE IN SOUTH AGRABAD";2;2;1;"VACANT";1013;"CHATTOGRAM";5000000;"SOUTH AGRABAD, DOUBLE MOORING";4935.8342
"READY FLAT OF 900 SQ FT IS NOW FOR SALE IN MIRPUR -2";2;2;6;"VACANT";900;"DHAKA";5500000;"SECTION 2, MIRPUR";6111.1111
"READY FOR MOVE IN! CHECK THIS 1259 SQ.FT HOME WHICH IS UP FOR SALE IN CHANDANA BESIDE TO JOYDEBPUR GOVT. GIRLS HIGH SCHOOL.";3;3;8;"VACANT";1259;"GAZIPUR";4900000;"CHANDANA, GAZIPUR SADAR UPAZILA";3891.9778
"READY TO MOVE |2004 SQ FT APARTMENT | WELL MAINTAINED IN UTTARA";3;4;2;"VACANT";2004;"DHAKA";17500000;"SECTOR 4, UTTARA";8732.5349
"READY TO MOVE IN DAKSHIN KHAN | 1475 SFT 3 BEDROOM APT. | WELL MAINTAINED";3;3;9;"VACANT";1475;"DHAKA";8850000;"SOUTH MOLLARTEK, DAKSHIN KHAN";6000.0
"READY TO MOVE IN! CHECK THIS 1675 SQ. FT APARTMENT FOR SALE IN DAKSHIN KHAN";4;4;8;"VACANT";1675;"DHAKA";11500000;"MADHYA AJAMPUR, DAKSHIN KHAN";6865.6716
"REASONABLE 1100 SQ FT FLAT IS AVAILABLE FOR SALE IN MIRPUR NEAR TO LIFE AID SPECIALIZED HOSPITAL";3;2;5;"VACANT";1100;"DHAKA";4950000;"MIDDLE MONIPUR, MIRPUR";4500.0
"REASONABLE 1265 SQ FT FLAT IS AVAILABLE FOR SALE IN DAKKHIN PAIKPARA SARAK";3;3;2;"VACANT";1265;"DHAKA";8800000;"DAKKHIN PAIKPARA, MIRPUR";6956.5217
"REASONABLE 1336 SQ FT FLAT IS AVAILABLE FOR SALE IN 9 NO. NORTH PAHARTALI WARD";3;3;2;"VACANT";1336;"CHATTOGRAM";6680000;"WEST KHULSHI R/A, 9 NO. NORTH PAHARTALI WARD";5000.0
"REASONABLE 1465 SQ FT FLAT IS AVAILABLE FOR SALE IN 16 NO. CHAWK BAZAAR WARD";3;3;1;"VACANT";1465;"CHATTOGRAM";9962000;"KATALGANJ RESIDENTIAL AREA, 16 NO. CHAWK BAZAAR WARD";6800.0
"REASONABLE 1550 SQ FT FLAT IS AVAILABLE FOR SALE IN CHANDGAON";3;3;2;"VACANT";1550;"CHATTOGRAM";7750000;"CHANDGAON RESIDENTIAL AREA, 4 NO CHANDGAON WARD";5000.0
"REASONABLE 1600 SQ FT FLAT IS AVAILABLE FOR SALE IN BADDA NEAR TO BADDA POST OFFICE";4;3;4;"VACANT";1600;"DHAKA";12000000;"MIDDLE BADDA, BADDA";7500.0
"REASONABLE 1654 SQ FT APARTMENT FOR SALE IN UTTARA 18";3;4;5;"VACANT";1654;"DHAKA";12500000;"SECTOR 18, UTTARA";7557.4365
"REASONABLE 1700 SQ FT FLAT IS AVAILABLE FOR SALE IN MOHAMMADPUR";3;3;5;"VACANT";1700;"DHAKA";18500000;"RING ROAD, MOHAMMADPUR";10882.3529
"REASONABLE 2000 SQ FT RESIDENTIAL PLACE FOR SALE ADJACENT TO HURDCO INTERNATIONAL SCHOOL IN BASHUNDHARA R-A.";4;3;7;"VACANT";2000;"DHAKA";20000000;"BLOCK B, BASHUNDHARA R-A";10000.0
"REASONABLE AND COZY FLAT OF 1275 SQ FT IS UP FOR SALE AT LAL KHAN BAZAAR";3;3;9;"VACANT";1275;"CHATTOGRAM";7393750;"HILL SIDE RESIDENTIAL AREA, LAL KHAN BAZAAR";5799.0196
"REASONABLY PRICED A RESIDENTIAL FLAT OF 1206 SQ FT IS READY FOR TRACK DOWN IN IQBAL ROAD, MOHAMMADPUR .";3;3;4;"VACANT";1206;"DHAKA";14000000;"IQBAL ROAD, MOHAMMADPUR";11608.6235
"RESIDE CONVENIENTLY IN THIS WELL CONSTRUCTED 1544 SQ FT FLAT FOR SALE IN SHOLOKBAHAR , NEAR FIRST SECURITY ISLAMI BANK LIMITED.";3;3;6;"VACANT";1544;"CHATTOGRAM";9264000;"AL-MADANI ROAD, SHOLOKBAHAR";6000.0
"RESIDE CONVENIENTLY IN THIS WELL CONSTRUCTED 1760 SQ FT FLAT FOR SALE IN MAGHBAZAR, NEAR THE MILLENNIUM UNIVERSITY.";4;4;10;"VACANT";1760;"DHAKA";14500000;"OUTER CIRCULAR ROAD, MAGHBAZAR";8238.6364
"RESIDE CONVENIENTLY IN THIS WELL CONSTRUCTED 725 SQ.FT FLAT FOR SALE IN SALIMULLAH ROAD-MOHAMMADPUR .";3;2;5;"VACANT";725;"DHAKA";4800000;"SALIMULLAH ROAD, MOHAMMADPUR";6620.6897
"RESIDE CONVENIENTLY IN THIS WELL CONSTRUCTED 922 SQ FT FLAT FOR SALE IN NORTH AZAMPUR";2;2;9;"VACANT";922;"DHAKA";5000000;"NORTH AZAMPUR, DAKSHIN KHAN";5422.9935
"RESIDE CONVENIENTLY IN THIS WELL CONSTRUCTED FLAT FOR SALE IN BASHUNDHARA, NEAR VIQUARUNNISA NOON SCHOOL AND COLLEGE";3;4;2;"VACANT";1796;"DHAKA";14000000;"BLOCK F, BASHUNDHARA R-A";7795.1002
"RESIDE CONVENIENTLY IN THIS WELL CONSTRUCTED FLAT FOR SALE IN PALLABI , NEAR PALLABI MAZEDUL ISLAM MODEL HIGH SCHOOL";3;3;6;"VACANT";1100;"DHAKA";6600000;"PALLABI, MIRPUR";6000.0
"RESIDE IN THIS 1530 SQ FT RESIDENTIAL FLAT FOR SALE IN MIRPUR, PAIKPARA";4;3;5;"VACANT";1530;"DHAKA";11500000;"PAIKPARA, MIRPUR";7516.3399
"RESIDENTIAL APARTMENT FOR SALE IN AFTAB NAGAR | 1350 SFT APT. | WELL MAINTAINED";3;3;2;"VACANT";1350;"DHAKA";10800000;"BLOCK M, AFTAB NAGAR";8000.0
"RESIDENTIAL APARTMENT FOR SALE IN TIPU SULTAN ROAD, MIDDLE PIRERBAG";3;2;7;"VACANT";1000;"DHAKA";5700000;"PIRERBAG, MIRPUR";5700.0
"RESIDENTIAL APARTMENT IS FOR SALE IN MIRPUR NEARBY BAITUL JANNAH JAME MASJID AND MADRASHA COMPLEX";3;3;1;"VACANT";1050;"DHAKA";4700000;"SECTION 6, MIRPUR";4476.1905
"RESIDENTIAL APARTMENT IS ON SALE IN CHASMA HILL R/A NEARBY JAMUNA BANK LIMITED";3;3;8;"VACANT";1505;"CHATTOGRAM";6500000;"CHASMA HILL R/A, 7 NO. WEST SHOLOSHOHOR WARD";4318.9369
"RESIDENTIAL APARTMENT IS ON SALE IN ZAKIR HOSSAIN ROAD NEARBY CHATTOGRAM DIABETIC GENERAL HOSPITAL";3;3;1;"VACANT";1410;"CHATTOGRAM";7755000;"WEST KHULSHI, 9 NO. NORTH PAHARTALI WARD";5500.0
"RESIDENTIAL BUILDING FOR SALE IN LAL KHAN BAZAAR NEAR CDA AVENUE MOSQUE";21;10;1;"VACANT";24000;"CHATTOGRAM";60000000;"CDA AVENUE, LAL KHAN BAZAAR";2500.0
"SEAL THE DEAL OF BUYING THIS 1300 SQ FT FLAT IN JAMAL KHAN";3;3;1;"VACANT";1300;"CHATTOGRAM";10000000;"ASHKAR DIGHIR PAR, JAMAL KHAN";7692.3077
"SEE THIS 1200 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN 33 NO. FIRINGEE BAZAAR WARD";3;3;2;"VACANT";1200;"CHATTOGRAM";6000000;"YAKUB NAGAR ROAD, 33 NO. FIRINGEE BAZAAR WARD";5000.0
"SEE THIS 1250 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN MIRPUR CLOSE TO MIRPUR SHAHEEN SCHOOL";3;3;6;"VACANT";1250;"DHAKA";8625000;"SECTION 11, MIRPUR";6900.0
"SEE THIS 1300 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN JOYDEBPUR CLOSE TO COURT MOSJID";3;3;9;"VACANT";1300;"GAZIPUR";5200000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"SEE THIS 1300 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN JOYDEBPUR ROAD CLOSE TO SREE SREE MADHAB MONDIR";3;3;2;"VACANT";1300;"GAZIPUR";5200000;"JOYDEBPUR, GAZIPUR SADAR UPAZILA";4000.0
"SEE THIS 1300 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN TALTOLA, AGARGAON";2;2;2;"VACANT";1300;"DHAKA";6500000;"TALTOLA, AGARGAON";5000.0
"SEE THIS 1300 SQ FT READY COMFORTABLE FLAT FOR SALE AT BAYAZID NEAR TO RAHMAN NAGAR JAAME MASJID";3;3;6;"VACANT";1300;"CHATTOGRAM";7500000;"NASIRABAD, BAYAZID";5769.2308
"SEE THIS 1428 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN SABUJBAG";3;3;5;"VACANT";1428;"CHATTOGRAM";4998000;"SABUJBAG, HALISHAHAR";3500.0
"SEE THIS 1438 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN SOUTH THAKUR PARA NEARBY THAKUR PARA JAME MASJID";3;3;7;"VACANT";1438;"CUMILLA";5033000;"SOUTH THAKUR PARA, THAKUR PARA";3500.0
"SEE THIS 1465 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN S P ROAD, PAIKPARA";3;3;6;"VACANT";1465;"DHAKA";8000000;"PAIKPARA, MIRPUR";5460.7509
"SEE THIS 1740 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN SOUTH KHULSHI";3;3;1;"VACANT";1740;"CHATTOGRAM";12500000;"SOUTH KHULSHI, KHULSHI";7183.908
"SEE THIS 1800 SQ.FT SMARTLY PRICED APARTMENT WHICH IS UP FOR SALE IN JAMAL KHAN NEAR TO THE CITY BANK LIMITED";3;3;9;"VACANT";1800;"CHATTOGRAM";12160000;"MOMIN ROAD, JAMAL KHAN";6755.5556
"SEE THIS 3 BEDROOM SMARTLY PRICED APARTMENT WHICH IS UP FOR SALE IN NORTH IBRAHIMPUR, THAT YOU SHOULD CHECK.";3;3;3;"VACANT";1600;"DHAKA";9500000;"NORTH IBRAHIMPUR, IBRAHIMPUR";5937.5
"SEE THIS 682 SQ FT APARTMENT WHICH IS UP FOR SALE IN BADDA NEAR BADDA GIRLS HIGH SCHOOL";2;1;2;"VACANT";682;"DHAKA";3600000;"UTTAR BADDA, BADDA";5278.5924
"SEE THIS 920 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN CHANDANA, GAZIPUR SADAR UPAZILA";3;2;7;"VACANT";920;"GAZIPUR";3220000;"CHANDANA, GAZIPUR SADAR UPAZILA";3500.0
"SEE THIS 950 SQ FT APARTMENT FOR SALE IS ALL SET FOR YOU IN 12 NO. SARAI PARA WARD, DOUBLE MOORING";2;2;5;"VACANT";950;"CHATTOGRAM";3400000;"12 NO. SARAI PARA WARD, DOUBLE MOORING";3578.9474
"SEE THIS APARTMENT IS UP FOR SALE AT BASHUNDHARA R-A NEAR SUNFLOWER SCHOOL AND COLLEGE.";4;5;13;"VACANT";2950;"DHAKA";32000000;"BLOCK C, BASHUNDHARA R-A";10847.4576
"SEE THIS APARTMENT IS UP FOR SALE AT NASIRABAD NEAR ROYAL HOSPITAL (PVT.) LIMITED";4;5;1;"VACANT";2500;"CHATTOGRAM";17500000;"NASIRABAD, 15 NO. BAGMONIRAM WARD";7000.0
"SEE THIS APARTMENT WHICH IS UP FOR SALE IN HALISHAHAR NEAR HALISHAHAR AHMAD MIAH CITY CORPORATION HIGH SCHOOL";3;3;3;"VACANT";1150;"CHATTOGRAM";5000000;"38 NO. SOUTH MIDDLE HALISHAHAR, HALISHAHAR";4347.8261
"SEE THIS APARTMENT WHICH IS UP FOR SALE IN WEST SHEWRAPARA NEAR SHEWRAPARA CENTRAL JAME MASJID.";3;3;1;"VACANT";850;"DHAKA";7000000;"WEST SHEWRAPARA, MIRPUR";8235.2941
"SEE THIS COMFORTABLE 1000 SQ.FT FLAT IS AVAILABLE FOR SALE IN 6 NO EAST SHOLOSHOHOR WARD. AND THIS IS JUST WHAT YOU ARE LOOKING FOR IN A HOME!";3;2;5;"VACANT";1000;"CHATTOGRAM";4000000;"6 NO EAST SHOLOSHOHOR WARD, BAKALIA";4000.0
